REPORT_DATE,FATALITIES,STATE,COUNTY,change_2007,change_2008,change_2015,change_2016,change_2006_2016,indicator_2002_2006,indicator_1999_2001,indicator_1993_1998,has_accident_before_2006,name,Longitude,Latitude,Region,Family,Color,Nearest Neighbor,Region_color,simple_family
2006-09-27,1,IL,17119,0.0,0.0,0.0,1.0,1.0,1,0,0,0,Madison,-89.90510951,38.83016798,MW,Middle America,orange,St. Louis (IL),#f7b6d2,Traditional
2006-08-16,1,CA,6047,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Merced,-120.7175058,37.19189197,W,Growth Management,green,Sacramento,#d62728,Reform
2006-07-17,1,KY,21227,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Warren,-86.42358976,36.9932296,S,Containment,green,Nashville,#1f77b4,Reform
2006-08-16,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,1,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2006-07-30,1,NV,32003,0.0,-2.0,0.0,0.0,-3.0,1,0,0,0,Clark,-115.0146087,36.21511541,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2006-07-22,1,NC,37109,0.0,0.0,0.0,1.0,1.0,1,0,0,0,Lincoln,-81.22393811,35.48589556,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2006-07-17,2,CO,8017,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,Cheyenne,-102.6036365,38.82780723,W,Growth Control,green,Denver,#d62728,Reform
2006-06-08,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,1,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2006-06-23,1,NC,37127,0.0,-1.0,0.0,0.0,2.0,1,0,0,0,Nash,-77.9861842,35.96771851,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2006-06-18,1,NY,36071,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,Orange,-74.30558896,41.40198158,NE,High Density,orange,New York (NY),#9edae5,Traditional
2006-07-05,2,IL,17023,0.0,0.0,0.0,1.0,2.0,1,0,0,0,Clark,-87.7878617,39.33402321,MW,Middle America,orange,Cincinnati (IN),#f7b6d2,Traditional
2006-05-24,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,1,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2006-06-06,1,CA,6093,0.0,0.0,0.0,-1.0,0.0,1,0,0,0,Siskiyou,-122.5405164,41.59272613,W,Growth Management,green,Sacramento,#d62728,Reform
2006-06-06,3,NV,32015,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Lander,-117.0390723,39.93361994,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2006-05-22,1,MT,30083,0.0,0.0,1.0,0.0,1.0,1,0,0,0,Richland,-104.5616375,47.78794828,W,Growth Control,green,Denver,#d62728,Reform
2006-04-29,1,CA,6007,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Butte,-121.6008508,39.66681952,W,Growth Management,green,Sacramento,#d62728,Reform
2005-12-09,1,NV,32003,0.0,-2.0,0.0,0.0,-3.0,1,0,0,0,Clark,-115.0146087,36.21511541,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2005-07-28,1,NJ,34003,0.0,-1.0,0.0,0.0,-1.0,1,0,0,0,Bergen,-74.07441147,40.96008351,NE,High Density,orange,New York (NY),#9edae5,Traditional
2005-12-21,1,NJ,34015,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Gloucester,-75.14071747,39.71694144,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2006-02-05,1,TX,48439,1.0,-1.0,0.0,-2.0,1.0,1,0,0,0,Tarrant,-97.29099289,32.77145377,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2006-03-07,2,WI,55139,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Winnebago,-88.64477096,44.06886922,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2006-02-06,1,TX,48499,1.0,0.0,0.0,0.0,0.0,1,0,0,0,Wood,-95.38204393,32.78643978,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2006-03-14,1,WV,54025,0.0,1.0,0.0,0.0,1.0,1,0,0,0,Greenbrier,-80.45282888,37.94721189,S,Middle America,orange,Washington (WV),#1f77b4,Traditional
2006-03-10,1,CO,8105,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Rio Grande,-106.3829289,37.58223621,W,Growth Control,green,Denver,#d62728,Reform
2005-10-05,1,AZ,4019,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Pima,-111.7896381,32.09723099,W,Growth Management,green,Phoenix,#d62728,Reform
2006-01-01,1,TX,48113,0.0,0.0,1.0,0.0,1.0,1,0,0,0,Dallas,-96.77788947,32.76665041,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2005-12-06,1,KY,21071,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Floyd,-82.74545562,37.55729538,S,Middle America,orange,Washington (WV),#1f77b4,Traditional
2005-11-02,1,FL,12083,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Marion,-82.05662463,29.21028272,S,Growth Management,green,Orlando,#1f77b4,Reform
2005-09-30,1,AZ,4013,1.0,0.0,1.0,0.0,4.0,1,0,0,0,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
2005-09-30,1,AZ,4013,1.0,0.0,1.0,0.0,4.0,1,0,0,0,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
2005-12-15,1,NE,31055,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Douglas,-96.15494428,41.29533784,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2005-09-17,1,CA,6047,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Merced,-120.7175058,37.19189197,W,Growth Management,green,Sacramento,#d62728,Reform
2005-09-26,1,NC,37021,0.0,-1.0,0.0,0.0,-1.0,1,0,0,0,Buncombe,-82.53035424,35.6112775,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2005-05-13,1,OH,39043,-1.0,0.0,0.0,0.0,2.0,1,0,0,0,Erie,-82.63799692,41.37421463,MW,Middle America,orange,Cleveland,#f7b6d2,Traditional
2005-07-13,1,MI,26163,-5.0,-2.0,-2.0,1.0,-5.0,1,0,0,0,Wayne,-83.28221321,42.28172038,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2005-10-07,1,MD,24013,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Carroll,-77.02256972,39.56320174,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2005-10-12,1,TX,48365,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Panola,-94.30558387,32.16239924,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2005-07-14,1,TX,48245,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Jefferson,-94.16307113,29.88337578,S,Houston,red,Houston,#1f77b4,Wild Texas
2005-10-16,5,WI,55035,0.0,0.0,0.0,1.0,2.0,1,0,0,1,Eau Claire,-91.28609183,44.726614,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2005-07-29,4,NV,32007,0.0,0.0,0.0,0.0,1.0,1,0,0,1,Elko,-115.3578839,41.14601583,W,High Density,orange,Salt Lake City,#d62728,Traditional
2005-10-23,1,MO,29510,0.0,0.0,-1.0,0.0,0.0,1,0,0,0,St. Louis,-90.24484413,38.63654694,MW,Middle America,orange,St. Louis (MO),#f7b6d2,Traditional
2004-06-30,1,CT,9011,-1.0,0.0,0.0,0.0,1.0,1,0,0,0,New London,-72.10232387,41.48708483,NE,Middle America,orange,Hartford,#9edae5,Traditional
2000-12-11,1,KS,20061,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,Geary,-96.75251853,39.00227253,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2001-04-12,1,KS,20059,0.0,0.0,0.0,0.0,0.0,0,1,0,0,Franklin,-95.28621552,38.56442768,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2005-04-15,2,FL,12127,1.0,-1.0,0.0,0.0,-1.0,1,0,0,1,Volusia,-81.18197434,29.05852431,S,Growth Management,green,Orlando,#1f77b4,Reform
2005-06-03,2,NJ,34023,-1.0,1.0,0.0,-2.0,0.0,1,0,0,1,Middlesex,-74.41108832,40.43949114,NE,High Density,orange,New York (NY),#9edae5,Traditional
2005-10-14,2,TN,47093,-1.0,0.0,0.0,0.0,-1.0,1,0,0,1,Knox,-83.93759106,35.99332876,S,Middle America,orange,Atlanta,#1f77b4,Traditional
2005-09-21,2,AR,5035,1.0,-1.0,0.0,0.0,-1.0,1,0,0,1,Crittenden,-90.30924635,35.20762172,S,Containment,green,Memphis (AR),#1f77b4,Reform
2005-09-01,2,WA,53037,0.0,0.0,0.0,0.0,-3.0,1,0,0,1,Kittitas,-120.679712,47.12448572,W,Containment,green,Seattle,#d62728,Reform
2005-07-28,1,AZ,4013,1.0,0.0,1.0,0.0,4.0,1,0,0,0,Maricopa,-112.4908888,33.34875974,W,Growth Management,green,Phoenix,#d62728,Reform
2005-08-15,1,IA,19103,0.0,0.0,0.0,-1.0,0.0,1,0,0,0,Johnson,-91.58679259,41.67150873,MW,Middle America,orange,St. Louis (MO),#f7b6d2,Traditional
2005-02-01,1,NC,37019,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Brunswick,-78.23791614,34.07037851,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2005-07-16,1,CA,6071,1.0,-4.0,-3.0,1.0,-5.0,1,0,0,0,San Bernardino,-116.1783784,34.84157876,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2005-08-29,1,AR,5071,0.0,-1.0,0.0,0.0,-1.0,1,0,0,0,Johnson,-93.46000035,35.57001766,S,Containment,green,Memphis (AR),#1f77b4,Reform
2005-08-23,1,MA,25013,0.0,0.0,0.0,0.0,2.0,1,0,0,0,Hampden,-72.63119338,42.13509064,NE,Middle America,orange,Hartford,#9edae5,Traditional
2005-08-01,1,MD,24031,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Montgomery,-77.20428439,39.13634899,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2005-07-08,1,TN,47043,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Dickson,-87.35658415,36.14932156,S,Containment,green,Nashville,#1f77b4,Reform
2005-07-26,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,1,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2005-07-16,1,IL,17091,0.0,0.0,0.0,1.0,3.0,1,0,0,0,Kankakee,-87.86189197,41.13747976,MW,Middle America,orange,Chicago (IN),#f7b6d2,Traditional
2005-06-22,1,CA,6013,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,Contra Costa,-121.9281273,37.91933375,W,Growth Control,green,San Francisco,#d62728,Reform
2005-01-29,1,MD,24005,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2004-09-01,1,NJ,34001,0.0,-2.0,0.0,0.0,0.0,1,0,0,0,Atlantic,-74.66040811,39.47790545,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2005-05-13,1,OH,39043,-1.0,0.0,0.0,0.0,2.0,1,0,0,0,Erie,-82.63799692,41.37421463,MW,Middle America,orange,Cleveland,#f7b6d2,Traditional
2005-06-08,2,CA,6089,0.0,1.0,1.0,0.0,1.0,1,0,0,1,Shasta,-122.0409443,40.76391106,W,Growth Management,green,Sacramento,#d62728,Reform
2005-04-16,1,CA,6101,0.0,0.0,1.0,0.0,0.0,1,0,0,0,Sutter,-121.6946189,39.03464654,W,Growth Management,green,Sacramento,#d62728,Reform
2004-12-27,2,TX,48473,0.0,0.0,0.0,0.0,-1.0,1,0,0,1,Waller,-95.98754906,30.01059467,S,Houston,red,Houston,#1f77b4,Wild Texas
2004-09-03,1,CA,6019,0.0,-1.0,0.0,0.0,1.0,1,0,0,0,Fresno,-119.6506833,36.75807672,W,Growth Management,green,Sacramento,#d62728,Reform
2004-09-06,3,NY,36087,0.0,0.0,0.0,0.0,2.0,1,0,0,1,Rockland,-74.02389861,41.15225744,NE,High Density,orange,New York (NY),#9edae5,Traditional
2004-10-24,1,AZ,4017,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Navajo,-110.3213121,35.39960537,W,Growth Management,green,Phoenix,#d62728,Reform
2005-03-26,2,MO,29077,-2.0,0.0,0.0,-1.0,-3.0,1,0,0,1,Greene,-93.34188307,37.25758647,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
2005-03-05,1,NV,32003,0.0,-2.0,0.0,0.0,-3.0,1,0,0,0,Clark,-115.0146087,36.21511541,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2005-02-13,1,MT,30093,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Silver Bow,-112.6566556,45.90234114,W,High Density,orange,Salt Lake City,#d62728,Traditional
2004-09-12,1,MD,24021,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Frederick,-77.3978074,39.4720692,S,Containment-Lite,green,Washington (MD),#1f77b4,Reform
2005-01-17,1,TX,48113,0.0,0.0,1.0,0.0,1.0,1,0,0,0,Dallas,-96.77788947,32.76665041,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2005-01-29,1,MO,29021,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,Buchanan,-94.80618288,39.65989328,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2004-10-23,1,WI,55079,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Milwaukee,-87.96698811,43.00700658,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2004-10-12,1,MD,24027,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,Howard,-76.93099926,39.25078653,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2004-11-27,1,OK,40135,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Sequoyah,-94.75507825,35.49549888,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2004-05-18,1,MD,24005,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2004-09-21,1,OK,40109,2.0,-1.0,2.0,0.0,2.0,1,0,0,0,Oklahoma,-97.4075036,35.55141319,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2004-10-27,1,OK,40149,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Washita,-98.99166621,35.29031759,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2004-09-24,1,KS,20021,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Cherokee,-94.84624572,37.16921917,MW,Middle America,orange,Kansas City (MO),#f7b6d2,Traditional
2004-09-13,1,NY,36099,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Seneca,-76.82362358,42.78068586,NE,Middle America,orange,Rochester,#9edae5,Traditional
2004-10-15,2,SC,45075,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Orangeburg,-80.80086358,33.43921301,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2004-01-27,1,MD,24015,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Cecil,-75.94133759,39.57067423,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2003-06-13,1,MA,25027,-1.0,-1.0,1.0,0.0,1.0,1,0,0,0,Worcester,-71.90780992,42.35111931,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
2003-09-15,2,MA,25009,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Essex,-70.9515844,42.67174524,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2004-08-27,1,CA,6029,2.0,1.0,0.0,0.0,1.0,1,0,0,0,Kern,-118.72959,35.34292819,W,Growth Management,green,Los Angeles,#d62728,Reform
2004-07-15,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,1,0,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2004-08-05,1,TX,48423,0.0,-1.0,0.0,-1.0,0.0,1,0,0,0,Smith,-95.26908279,32.37521162,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2004-06-29,5,KS,20115,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Marion,-97.09712874,38.35899873,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2004-06-29,5,KS,20115,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Marion,-97.09712874,38.35899873,MW,Middle America,orange,Kansas City (KS),#f7b6d2,Traditional
2003-07-07,1,NC,37071,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Gaston,-81.18014844,35.29432138,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2004-01-25,2,NC,37119,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Mecklenburg,-80.83268027,35.24675454,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2004-08-03,1,IA,19045,0.0,0.0,0.0,1.0,1.0,1,0,0,0,Clinton,-90.53221937,41.89809865,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2003-12-09,1,KS,20053,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Ellsworth,-98.20501891,38.6967292,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2004-05-27,1,SC,45051,0.0,0.0,0.0,0.0,5.0,1,0,0,0,Horry,-78.99657939,33.92139357,S,Middle America,orange,Raleigh,#1f77b4,Traditional
2003-09-23,2,TX,48037,-1.0,0.0,-1.0,0.0,-1.0,1,0,0,1,Bowie,-94.42378182,33.44693757,S,Dallas-San Antonio,red,Dallas,#1f77b4,Wild Texas
2004-05-29,1,KS,20063,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Gove,-100.4829436,38.91587321,S,Middle America,orange,Oklahoma City,#1f77b4,Traditional
2004-06-08,1,CA,6065,0.0,0.0,0.0,-1.0,2.0,1,0,0,0,Riverside,-115.9939021,33.74329781,W,Growth Management,green,San Diego,#d62728,Reform
2004-06-04,1,IL,17031,0.0,0.0,1.0,0.0,5.0,1,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
2004-05-27,1,MT,30097,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Sweet Grass,-109.939664,45.813756,W,High Density,orange,Salt Lake City,#d62728,Traditional
2003-07-17,1,NY,36081,0.0,0.0,0.0,0.0,-2.0,1,0,0,0,Queens,-73.81734511,40.70829859,NE,High Density,orange,New York (NY),#9edae5,Traditional
2004-01-26,1,MI,26151,-1.0,0.0,0.0,0.0,0.0,1,0,0,0,Sanilac,-82.82063341,43.4237632,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2003-07-17,1,NY,36081,0.0,0.0,0.0,0.0,-2.0,1,0,0,0,Queens,-73.81734511,40.70829859,NE,High Density,orange,New York (NY),#9edae5,Traditional
2003-07-17,1,NY,36081,0.0,0.0,0.0,0.0,-2.0,1,0,0,0,Queens,-73.81734511,40.70829859,NE,High Density,orange,New York (NY),#9edae5,Traditional
2003-08-27,1,NY,36111,-1.0,0.0,0.0,0.0,1.0,1,0,0,0,Ulster,-74.25878826,41.888126,NE,High Density,orange,New York (NY),#9edae5,Traditional
2003-12-30,1,CA,6027,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Inyo,-117.4113187,36.51173415,W,Containment,green,Las Vegas (AZ),#d62728,Reform
2004-03-20,2,TX,48245,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Jefferson,-94.16307113,29.88337578,S,Houston,red,Houston,#1f77b4,Wild Texas
2004-03-30,1,KY,21099,0.0,1.0,0.0,0.0,1.0,1,0,0,0,Hart,-85.88446619,37.29970852,MW,Middle America,orange,Louisville (IN),#f7b6d2,Traditional
2004-01-26,1,MI,26151,-1.0,0.0,0.0,0.0,0.0,1,0,0,0,Sanilac,-82.82063341,43.4237632,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2004-03-13,1,SC,45041,0.0,0.0,0.0,0.0,2.0,1,0,0,0,Florence,-79.70224581,34.02447241,S,Middle America,orange,Charlotte (NC),#1f77b4,Traditional
2003-10-28,1,ID,16039,0.0,-1.0,1.0,-1.0,-1.0,1,0,0,0,Elmore,-115.4691486,43.35417471,W,High Density,orange,Salt Lake City,#d62728,Traditional
2003-10-04,1,ID,16001,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Ada,-116.241035,43.45084054,W,High Density,orange,Salt Lake City,#d62728,Traditional
2004-01-15,1,KY,21151,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,Madison,-84.27808893,37.71989076,MW,Middle America,orange,Cincinnati (OH),#f7b6d2,Traditional
2000-09-11,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,1,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2004-01-08,1,TX,48407,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,San Jacinto,-95.1671992,30.57936685,S,Houston,red,Houston,#1f77b4,Wild Texas
2003-06-11,1,MI,26159,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Van Buren,-86.01839482,42.25166438,MW,Middle America,orange,Grand Rapids,#f7b6d2,Traditional
2003-10-24,1,NJ,34027,0.0,0.0,0.0,-1.0,-2.0,1,0,0,0,Morris,-74.54440839,40.86163004,NE,High Density,orange,New York (NY),#9edae5,Traditional
2003-12-21,1,CA,6023,0.0,0.0,1.0,0.0,-1.0,1,0,0,0,Humboldt,-123.8755258,40.69940115,W,Growth Management,green,Sacramento,#d62728,Reform
2003-10-01,1,MI,26087,0.0,0.0,0.0,0.0,2.0,1,0,0,0,Lapeer,-83.22153148,43.09052506,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2003-12-17,1,IL,17201,0.0,-1.0,0.0,0.0,-1.0,1,0,0,0,Winnebago,-89.16084223,42.33630888,MW,Middle America,orange,Milwaukee,#f7b6d2,Traditional
2003-08-14,1,NJ,34019,-1.0,0.0,0.0,0.0,-2.0,1,0,0,0,Hunterdon,-74.91261058,40.56697742,NE,Middle America,orange,Philadelphia (PA),#9edae5,Traditional
2003-11-01,1,MD,24005,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,Baltimore,-76.63603021,39.4596552,S,Containment-Lite,green,Philadelphia (MD),#1f77b4,Reform
2003-11-08,2,AZ,4025,1.0,0.0,0.0,0.0,0.0,1,0,0,1,Yavapai,-112.5538467,34.59969928,W,Growth Management,green,Phoenix,#d62728,Reform
2003-12-21,1,WY,56037,-1.0,0.0,-1.0,1.0,-1.0,1,0,0,0,Sweetwater,-108.8793882,41.6597625,W,High Density,orange,Salt Lake City,#d62728,Traditional
2003-12-02,1,MO,29099,1.0,0.0,0.0,0.0,1.0,1,0,0,0,Jefferson,-90.53780688,38.26079127,MW,Middle America,orange,St. Louis (MO),#f7b6d2,Traditional
2002-07-22,2,NJ,34023,-1.0,1.0,0.0,-2.0,0.0,1,0,0,1,Middlesex,-74.41108832,40.43949114,NE,High Density,orange,New York (NY),#9edae5,Traditional
2003-10-24,1,MD,24033,0.0,0.0,0.0,0.0,-3.0,1,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2003-10-02,2,CA,6037,0.0,0.0,-2.0,0.0,-6.0,1,0,0,1,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2003-08-31,1,MD,24033,0.0,0.0,0.0,0.0,-3.0,1,0,0,0,Prince George's,-76.84739072,38.8299677,S,Containment-Lite,green,Washington (DC),#1f77b4,Reform
2002-08-30,1,OH,39043,-1.0,0.0,0.0,0.0,2.0,1,0,0,0,Erie,-82.63799692,41.37421463,MW,Middle America,orange,Cleveland,#f7b6d2,Traditional
2002-07-10,2,NM,35023,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Hidalgo,-108.7148057,31.91398466,W,Growth Management,green,Phoenix,#d62728,Reform
2002-07-10,2,NM,35023,0.0,1.0,0.0,0.0,0.0,1,0,0,1,Hidalgo,-108.7148057,31.91398466,W,Growth Management,green,Phoenix,#d62728,Reform
2002-05-19,1,IA,19035,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Cherokee,-95.62389402,42.73538914,MW,Middle America,orange,Minneapolis (MN),#f7b6d2,Traditional
2003-01-04,1,CT,9009,0.0,0.0,-2.0,0.0,-1.0,1,0,0,0,New Haven,-72.93235204,41.41072833,NE,Middle America,orange,New Haven,#9edae5,Traditional
2003-03-02,1,ME,23019,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Penobscot,-68.64952115,45.40038149,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2003-08-19,2,ME,23011,0.0,0.0,-1.0,0.0,-1.0,1,0,0,1,Kennebec,-69.76757384,44.40901704,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
2002-06-25,1,MA,25017,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Middlesex,-71.39262102,42.48584344,NE,Exclusion with Restriction,blue,Boston (MA),#9edae5,Exclusion
2003-07-25,1,CA,6031,0.0,0.0,0.0,0.0,0.0,1,0,0,0,Kings,-119.8151995,36.07520008,W,Growth Management,green,Los Angeles,#d62728,Reform
2003-07-30,1,OR,41061,-1.0,0.0,0.0,0.0,-1.0,1,0,0,0,Union,-118.0093556,45.31039084,W,Containment,green,Portland (WA),#d62728,Reform
2003-01-31,1,NJ,34013,0.0,-1.0,0.0,0.0,-1.0,1,0,0,0,Essex,-74.24718209,40.78746195,NE,High Density,orange,New York (NY),#9edae5,Traditional
2001-10-26,1,IN,18071,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,Jackson,-86.03756074,38.90634215,MW,Middle America,orange,Cincinnati (IN),#f7b6d2,Traditional
2001-02-22,1,OH,39139,0.0,0.0,0.0,0.0,1.0,0,1,0,0,Richland,-82.53676639,40.77482478,MW,Middle America,orange,Columbus,#f7b6d2,Traditional
2003-05-08,1,CA,6047,0.0,1.0,0.0,0.0,0.0,1,0,0,0,Merced,-120.7175058,37.19189197,W,Growth Management,green,Sacramento,#d62728,Reform
2002-11-17,1,NM,35015,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,Eddy,-104.3041733,32.47155056,S,Dallas-San Antonio,red,San Antonio,#1f77b4,Wild Texas
2003-01-28,1,OH,39171,-2.0,0.0,0.0,0.0,-1.0,1,0,0,0,Williams,-84.58816167,41.56027968,MW,Middle America,orange,Detroit,#f7b6d2,Traditional
2003-06-14,1,IL,17031,0.0,0.0,1.0,0.0,5.0,1,0,0,0,Cook,-87.81698762,41.84005007,MW,Middle America,orange,Chicago (IL),#f7b6d2,Traditional
2001-03-09,1,CA,6037,0.0,0.0,-2.0,0.0,-6.0,0,1,0,0,Los Angeles,-118.224703,34.32134579,W,Growth Management,green,Los Angeles,#d62728,Reform
2001-05-24,1,CA,6113,0.0,-1.0,-1.0,0.0,0.0,0,1,0,0,Yolo,-121.9015118,38.68648941,W,Growth Management,green,Sacramento,#d62728,Reform
2003-04-16,1,MD,24043,0.0,0.0,0.0,0.0,1.0,1,0,0,0,Washington,-77.81329014,39.60413752,S,Containment-Lite,green,Washington (MD),#1f77b4,Reform
2002-03-28,1,MA,25027,-1.0,-1.0,1.0,0.0,1.0,1,0,0,0,Worcester,-71.90780992,42.35111931,NE,Extreme Exclusion,blue,Boston (NH),#9edae5,Exclusion
